page;type;url;domaine;ancre
12.html;interne;56.html;;французький господар
12.html;interne;57.html;;податки
12.html;interne;58.html;;страхування_продовження
12.html;interne;59.html;;посольство
12.html;interne;60.html;;щоб знайти роботу
12.html;interne;61.html;;доступні робочі місця
12.html;interne;62.html;;не знаючи французької
12.html;interne;63.html;;Медичне страхування на роботі. Лікарняний
12.html;interne;64.html;;комп'ютер ІТ професія
12.html;interne;65.html;;учитель вчитель
12.html;interne;66.html;;керівників і менеджерів
12.html;interne;67.html;;дослідники
12.html;interne;fop.html;;позаштатний FOP
12.html;interne;69.html;;няня
12.html;interne;70.html;;з англійською мовою
12.html;interne;68.html;;журналіст
12.html;interne;71.html;;послугами майстринь
12.html;interne;74.html;;купити житло
12.html;interne;2024-.html;;приїжджати 2024?
12.html;interne;vitale.html;;карта vitale
12.html;interne;78.html;;Нант
12.html;interne;79.html;;смерть у Франції
12.html;interne;80.html;;аеропорт
12.html;interne;mutuelle.html;;mutuelle
12.html;interne;mark.html;;mark
12.html;interne;reserv.html;;reserv
12.html;interne;index.html;;Ukraine France
12.html;externe;https://www.aide-sociale.fr/aide-frais-veterinaire/;www.aide-sociale.fr;ветеринару
12.html;externe;https://t.me/+ekw_1GqcFbQ3ZDc6;t.me;https://t.me/+ekw_1GqcFbQ3ZDc6
12.html;externe;https://t.me/FranceUkraineNews/594;t.me;програми підтримки Фонд Бріджіт Бардо
12.html;externe;https://t.me/+Uwb2IiL2F2LedA7f;t.me;Підтримка для власників тварин
12.html;externe;https://www.instagram.com/associationppu/;www.instagram.com;https://www.instagram.com/associationppu/
12.html;externe;https://appu.net.ua/;appu.net.ua;https://appu.net.ua
12.html;externe;https://dpss.gov.ua/mizhnarodne-spivrobitnictv/veterinariya-ta-bezpechnist/vimogi-do-nekomercijnogo-peremishchennya-tvarin?fbclid=IwAR0hzUj0r1uMvOsnHmhEb1el0OjSJkTrSXSBuv3qlvju1UCwLYBC0UVgda8;dpss.gov.ua;переміщення тварин
12.html;externe;https://europa-eu.translate.goog/youreurope/citizens/travel/carry/animal-plant/index_en.htm?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;europa-eu.translate.goog;Подорожі з домашніми та іншими тваринами в ЄС
12.html;externe;https://www-sncf-com.translate.goog/fr/offres-voyageurs/voyager-en-toute-situation/animaux-de-compagnie?_x_tr_sl=fr&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;www-sncf-com.translate.goog;як перевозити свого улюбленця в поїзді?
12.html;externe;https://www-veterinaire-fr.translate.goog/communications/actualites/dispositions-pour-lentree-et-le-sejour-en-france-des-animaux-de-compagnie-en-provenance-dukraine?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;www-veterinaire-fr.translate.goog;https://www-veterinaire-fr.translate.goog/-dukraine
12.html;externe;https://www-veterinaire-fr.translate.goog/communications/actualites/prise-en-charge-des-soins-veterinaires-des-animaux-des-refugies-ukrainiens-en-france?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;www-veterinaire-fr.translate.goog;https://www-veterinaire-fr.translate.ukrainiens
12.html;externe;https://agriculture.gouv.fr/rage-informations-grand-public-et-voyageurs;agriculture.gouv.fr;https://agriculture.gouv.fr/rage-informations-grand-public-et-voyageurs
12.html;externe;https://lannuaire-service--public-fr.translate.goog/ile-de-france/paris/ddpp-75056-01?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;lannuaire-service--public-fr.translate.goog;DDPP
12.html;externe;http://www.veterinairespourtous.fr/;www.veterinairespourtous.fr;http://www.veterinairespourtous.fr/
12.html;externe;https://veterinairespourtous-85.webselfsite.net/file/si1949976/VersionUkraineVPT-FBB-fi33079624.pdf;veterinairespourtous-85.webselfsite.net;https://veterinairespourtous-85.webselfsite.net/file/si1949976/VersionUkraine
12.html;externe;https://www.la-spa.fr/adoption/?search=1&city=Ma%20position&latitude=48longitude=2.3&species=chat&race=abyssin&page=1&seed=303280040474649;www.la-spa.fr;https://www.la-spa.fr/adoption
12.html;externe;https://www.facebook.com/groups/4959722007453932/?ref=share;www.facebook.com;https://www.facebook.com/groups/4959722007453932/?ref=share
12.html;externe;https://www-ifaw-org.translate.goog/news/resources-flee-ukraine-pets?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;www-ifaw-org.translate.goog;https://www-ifaw-org.translate.goog/news/resources-flee-ukraine-pets
12.html;externe;https://www.gov.uk/government/news/emergency-support-put-in-place-for-ukrainian-nationals-entering-the-uk-with-their-pets;www.gov.uk;https://www.gov.uk/government/news/emergency-support-put-in-place-for-ukrainian-nationals-entering-the-uk-with-their-pet
12.html;externe;https://iunovet.fr/contact/;iunovet.fr;https://iunovet.fr/contact/
12.html;externe;https://t.me/vetbel;t.me;https://t.me/vetbel
12.html;externe;https://www.empruntemontoutou.com/;www.empruntemontoutou.com;https://www.empruntemontoutou.com/
12.html;externe;https://wiki.frua.fr/ua/dailylife/animals;wiki.frua.fr;https://wiki.frua.fr/ua/dailylife/animals
12.html;interne;index.html;;< Назад
12.html;interne;13.html;;Далi >
12.html;mailto;mailto:contact@ukrainefrance.org;;mailto:contact@ukrainefrance.org
13.html;interne;index.html;;На головну
13.html;interne;1.html;;чому?
13.html;interne;2.html;;прибуття
13.html;interne;20.html;;прибуття_Париж
13.html;interne;3.html;;Переміщення
13.html;interne;4.html;;житло
13.html;interne;5.html;;лікувати
13.html;interne;75.html;;ВНЖ, Інші статуси
13.html;interne;76.html;;Порівняння внж
13.html;interne;77.html;;Запит Азіль
13.html;interne;6.html;;тимчасового захисту
13.html;interne;7.html;;працювати
13.html;interne;8.html;;надзвичайна ситуація
13.html;interne;9.html;;вивчати французьку
13.html;interne;10.html;;практична інформація і посилання
13.html;interne;je-suis-francais-je-veux-aider-.html;;Je suis français je veux aider !
13.html;interne;11.html;;діти та неповнолітні
13.html;interne;13.html;;їсти
13.html;interne;12.html;;Домашні тварини
13.html;interne;14.html;;дешеві продукти
13.html;interne;15.html;;Допомога,банк та гроші
13.html;interne;19.html;;лікар
13.html;interne;16.html;;виїзд з україни
13.html;interne;17.html;;студент
13.html;interne;72.html;;Студент та ВНЗ
13.html;interne;73.html;;Після ВНЗ
13.html;interne;18.html;;дозвілля
13.html;interne;deplacer-france.html;;déplacer_france
13.html;interne;deplacer-paris.html;;deplacer_paris
13.html;interne;deplacer-europe.html;;deplacer_europe
13.html;interne;deplacer-voiture.html;;deplacer_voiture
13.html;interne;soigner-sans.html;;soigner_sans
13.html;interne;soigner-protection.html;;soigner_protection
13.html;interne;soigner-avec.html;;soigner_avec
13.html;interne;soigner-psy.html;;soigner_psy
13.html;interne;soigner-medic.html;;soigner_medic
13.html;interne;soigner-covid.html;;soigner_covid
13.html;interne;advocat.html;;advocat
13.html;interne;iest-paris.html;;iest_paris
13.html;interne;iest-france.html;;iest_france
13.html;interne;simcard.html;;simcard
13.html;interne;mineur-non-accompagne.html;;mineur_non_accompagné
13.html;interne;mineur-consulat.html;;mineur_consulat
13.html;interne;mineur-ecole.html;;mineur_ecole
13.html;interne;mineur-divers.html;;mineur_divers
13.html;interne;sante-france.html;;sante_france
13.html;interne;banque-ada.html;;banque_ADA
13.html;interne;banque-change.html;;banque_change
13.html;interne;zashita-evrop.html;;zashita_evrop
13.html;interne;banque-compte.html;;banque_compte
13.html;interne;gare-est.html;;gare_est
13.html;interne;paris-verneuil.html;;paris_verneuil
13.html;interne;neofitsine-zhitlo.html;;neofitsine_zhitlo
13.html;interne;orendu-kvartiri.html;;orendu_kvartiri
13.html;interne;gare-nord-est.html;;gare_nord_est
13.html;interne;21.html;;в дорозі
13.html;interne;22.html;;Ніцці
13.html;interne;23.html;;Страсбурз
13.html;interne;navigo.html;;Знижки_Navigo
13.html;interne;est.html;;маршрут_est
13.html;interne;nord.html;;маршрут_nord
13.html;interne;lyon.html;;маршрут_lyon
13.html;interne;montparnasse.html;;маршрут_montparnasse
13.html;interne;euro-survey.html;;Велике європейське дослідження
13.html;interne;24.html;;Франція<->Україна
13.html;interne;25.html;;Франція->Україна
13.html;interne;26.html;;група_містом
13.html;interne;27.html;;група_країною
13.html;interne;28.html;;корисні_сайти
13.html;interne;29.html;;перекладач
13.html;interne;30.html;;перевезення_посилок
13.html;interne;32.html;;дешеві продукти у Парижі
13.html;interne;31.html;;зникла_безвісти
13.html;interne;33.html;;дешеві продукти у Франції
13.html;interne;ada-.html;;ada_працювати
13.html;interne;artist.html;;artist
13.html;interne;ofitsine-prozhivania.html;;офіційне проживання
13.html;interne;hotel.html;;готель зі знижкою
13.html;interne;alternativne.html;;альтернативне рішення
13.html;interne;sotsialne-zhitlo.html;;соціальне житло
13.html;interne;34.html;;онлайн
13.html;interne;35.html;;франц-париж
13.html;interne;36.html;;Франц-Франція
13.html;interne;caf.html;;CAF
13.html;interne;invalid.html;;invalid
13.html;interne;soigner-online.html;;soigner_online
13.html;interne;adressa.html;;адреса для кореспонденції
13.html;interne;38.html;;тимчасового захисту початковий
13.html;interne;ponovlenia.html;;поновлення
13.html;interne;ofii.html;;Ofii
13.html;interne;pole-emploi.html;;pole emploi
13.html;interne;notarius.html;;нотаріус
13.html;interne;zupinka.html;;зупинка захисту
13.html;interne;pogashenia.html;;погашення
13.html;interne;lyon2.html;;Ліон
13.html;interne;narodzhenia.html;;народження
13.html;interne;bercy.html;;маршрут_bercy
13.html;interne;37.html;;Переїзд
13.html;interne;39.html;;Німеччина
13.html;interne;ada-1.html;;ADA_сума
13.html;interne;40.html;;поновлення_Париж
13.html;interne;41.html;;поновлення_передмістя
13.html;interne;42.html;;поновлення_Франція
13.html;interne;43.html;;маршрут_префектура
